#{"t_start": 1619618626.907761, "env_id": null}
r,l,t
-6268.02,60,45.491016
-6329.36,60,45.554032
-6425.02,60,45.618045
-6177.16,60,45.68206
-6239.45,60,45.746074
-6378.69,60,45.810089
-6214.54,60,45.873102
-6141.14,60,45.937118
-6299.01,60,46.001132
-6282.46,60,46.065146
-6274.7,60,46.12916
-6145.67,60,46.193174
-6320.64,60,46.26119
-6139.53,60,46.325204
-6131.25,60,46.390219
-6236.58,60,46.454233
-6286.21,60,46.517251
-6185.89,60,46.582265
-6155.61,60,46.64674
-6225.06,60,46.711754
-6262.06,60,46.780725
-6183.34,60,46.845731
-6233.2,60,46.911746
-6188.14,60,46.975657
-6312.02,60,47.040672
-6081.77,60,47.105686
-6085.25,60,47.171907
-6201.69,60,47.235899
-6180.92,60,47.305915
-6291.3,60,47.368929
-6140.41,60,47.431943
-6239.1,60,47.495958
-6260.35,60,47.559914
-6123.14,60,47.623919
-6209.89,60,47.687933
-6314.15,60,47.751948
-6185.21,60,47.81484
-6254.74,60,47.878854
-6207.9,60,47.943902
-6234.47,60,48.006916
-6213.02,60,48.071907
-6189.68,60,48.135925
-6229.47,60,48.197948
-6264.35,60,48.261905
-6286.11,60,48.325776
-6221.71,60,48.392791
-6221.64,60,48.457612
-6138.27,60,48.521896
-6241.11,60,48.58591
-6202.34,60,48.649925
-6268.92,60,48.713911
-6189.27,60,48.777908
-6189.04,60,48.8419
-6286.45,60,48.905914
-6316.22,60,48.969873
-6354.34,60,49.033764
-6263.88,60,49.097778
-6168.66,60,49.160693
-6254.28,60,49.224611
-6164.56,60,49.289625
-6198.88,60,49.35464
-6391.45,60,49.418694
-6230.43,60,49.488711
-6330.47,60,49.552739
-6372.22,60,49.618896
-6341.96,60,49.68291
-6267.36,60,49.750903
-6305.7,60,49.815895
-6365.88,60,49.88091
-6547.52,60,49.945901
-6433.97,60,50.008915
-6234.53,60,50.073909
-6370.67,60,50.138902
-6322.79,60,50.202915
-6329.6,60,50.266929
-6390.53,60,50.331899
-6398.36,60,50.395915
-6470.94,60,50.459928
-6397.44,60,50.528898
-6303.79,60,50.591921
-6221.83,60,50.655926
-6264.34,60,50.720905
-6383.99,60,50.78592
-6267.19,60,50.851121
-6367.92,60,50.916136
-6300.51,60,50.98015
-6297.37,60,51.043173
-6295.71,60,51.107179
-6342.82,60,51.172193
-6302.67,60,51.236208
-6144.06,60,51.301223
-6236.08,60,51.365246
-6403.29,60,51.431252
-6356.78,60,51.496275
-6268.41,60,51.560281
-6393.88,60,51.629296
-6299.36,60,51.692311
-6254.56,60,51.755326
-6304.02,60,51.82434
-6219.36,60,51.887354
-6327.94,60,51.953376
-6331.15,60,52.019384
-6313.11,60,52.0844
-6151.97,60,52.149414
-6342.19,60,52.214428
-6235.22,60,52.278443
-6274.92,60,52.345458
-6187.77,60,52.410472
-6396.08,60,52.475487
-6395.28,60,52.540502
-6259.48,60,52.605517
-6351.39,60,52.670531
-6297.56,60,52.739547
-6298.02,60,52.802561
-6341.31,60,52.866584
-6433.26,60,52.93259
-6450.96,60,52.996605
-6344.61,60,53.060619
-6373.47,60,53.123633
-6352.32,60,53.186648
-6464.86,60,53.252662
-6440.49,60,53.315676
-6416.38,60,53.3797
-6499.05,60,53.444707
-6311.76,60,53.50872
-6402.88,60,53.572735
-6450.17,60,53.636748
-6328.54,60,53.701764
-6351.19,60,53.771779
-6366.32,60,53.835794
-6322.97,60,53.899817
-6406.29,60,53.965823
-6393.94,60,54.033838
-6407.05,60,54.097852
-6509.76,60,54.161867
-6237.44,60,54.224881
-6400.53,60,54.289896
-6455.77,60,54.35391
-6467.92,60,54.417925
-6397.37,60,54.480939
-6352.87,60,54.544953
-6374.06,60,54.608967
-6417.38,60,54.673983
-6398.32,60,54.738997
-6424.29,60,54.805012
-6434.5,60,54.874028
-6328.43,60,54.940042
-6391.62,60,55.005057
-6416.92,60,55.071072
-6482.44,60,55.137087
-6297.02,60,55.202101
-6333.97,60,55.268117
-6498.77,60,55.332131
-6358.05,60,55.397146
-6400.41,60,55.46016
-6365.7,60,55.524175
-6449.73,60,55.588189
-6382.09,60,55.651203
-6465.08,60,55.715217
-6380.45,60,55.780231
-6428.61,60,55.844247
-6400.48,60,55.90726
-6421.67,60,55.976276
-6539.79,60,56.04029
-6325.76,60,56.105305
-6465.07,60,56.169319
-6421.5,60,56.232333
-6364.88,60,56.296348
-6313.16,60,56.361362
-6384.68,60,56.424377
-6453.71,60,56.488391
-6394.97,60,56.552406
-6432.94,60,56.61642
-6508.93,60,56.680434
-6409.61,60,56.745449
-6412.16,60,56.814465
-6457.24,60,56.877479
-6444.45,60,56.943494
-6455.57,60,57.01351
-6429.54,60,57.077523
-6413.31,60,57.143538
-6464.44,60,57.207554
-6453.98,60,57.274569
-6444.11,60,57.338582
-6376.17,60,57.404598
-6497.08,60,57.468622
-6471.5,60,57.533626
-6345.26,60,57.598641
-6407.42,60,57.662665
-6431.11,60,57.72867
-6443.71,60,57.793685
-6496.69,60,57.8577
-6325.21,60,57.923715
-6414.73,60,57.987729
-6399.83,60,58.052744
-6481.11,60,58.120768
-6409.18,60,58.185773
-6414.99,60,58.250797
-6486.36,60,58.315803
-6389.69,60,58.379817
-6391.64,60,58.443832
-6483.37,60,58.506846
-6478.24,60,58.56986
-6418.56,60,58.633874
-6375.67,60,58.69889
-6459.8,60,58.762936
-6420.33,60,58.826917
-6468.04,60,58.889932
-6522.05,60,58.954948
-6410.54,60,59.017961
-6443.51,60,59.081976
-6513.74,60,59.145993
-6518.12,60,59.216007
-6501.57,60,59.281123
-6493.37,60,59.346035
-6360.08,60,59.41005
-6417.1,60,59.473064
-6519.94,60,59.537078
-6510.72,60,59.602093
-6483.72,60,59.667107
-6516.65,60,59.730121
-6440.5,60,59.795136
-6490.94,60,59.859151
-6439.84,60,59.925174
-6447.63,60,59.988179
-6471.77,60,60.054194
-6535.14,60,60.119218
-6474.77,60,60.184225
-6514.42,60,60.254239
-6479.21,60,60.318254
-6406.38,60,60.383268
-6414.71,60,60.449283
-6469.91,60,60.515298
-6439.65,60,60.580313
-6475.93,60,60.644328
-6470.4,60,60.710342
-6433.27,60,60.773357
-6408.43,60,60.837371
-6411.96,60,60.903385
-6393.22,60,60.9664
-6631.49,60,61.031415
-6673.61,60,61.095429
-6372.81,60,61.160444
-6390.16,60,61.223458
-6475.9,60,61.289472
-6534.61,60,61.357488
-6568.11,60,61.422503
-6465.96,60,61.490518
-6516.73,60,61.555533
-6614.17,60,61.619557
-6465.51,60,61.683561
-6475.85,60,61.750577
-6516.44,60,61.816592
-6511.3,60,61.881606
-6457.51,60,61.94463
-6488.12,60,62.008635
-6516.23,60,62.072649
-6493.44,60,62.136664
-6554.93,60,62.200677
-6523.26,60,62.264692
-6543.53,60,62.328707
-6499.16,60,62.393721
-6482.69,60,62.462737
-6445.72,60,62.526751
-6471.7,60,62.591766
-6504.55,60,62.65578
-6486.3,60,62.719795
-6508.77,60,62.78481
-6529.73,60,62.851825
-6622.58,60,62.915839
-6437.66,60,62.981854
-6564.32,60,63.044869
-6521.44,60,63.109883
-6597.29,60,63.174897
-6633.63,60,63.238911
-6566.32,60,63.303926
-6530.11,60,63.368941
-6580.25,60,63.431955
-6482.48,60,63.50198
-6539.51,60,63.567986
-6419.98,60,63.631
-6545.88,60,63.695015
-6507.72,60,63.76003
-6502.58,60,63.824045
-6520.41,60,63.887067
-6468.44,60,63.952073
-6540.24,60,64.020088
-6458.43,60,64.084103
-6445.28,60,64.147117
-6472.82,60,64.211131
-6483.69,60,64.275145
-6468.36,60,64.339159
-6618.54,60,64.403174
-6498.31,60,64.467188
-6452.43,60,64.529203
-6618.77,60,64.599228
-6543.38,60,64.662232
-6563.83,60,64.726247
-6468.48,60,64.790262
-6557.85,60,64.854275
-6568.53,60,64.91729
-6657.0,60,64.981304
-6479.58,60,65.044319
-6500.7,60,65.107332
-6606.67,60,65.170347
-6470.15,60,65.234361
-6588.06,60,65.303377
-6620.68,60,65.366391
-6419.2,60,65.430406
-6434.53,60,65.49542
-6575.07,60,65.559435
-6534.24,60,65.624449
-6528.71,60,65.694465
-6517.12,60,65.76248
-6462.98,60,65.826494
-6486.8,60,65.892509
-6512.31,60,65.957524
-6497.41,60,66.022539
-6536.7,60,66.085553
-6456.32,60,66.148567
-6624.09,60,66.211581
-6488.71,60,66.276596
-6511.17,60,66.340611
-6436.64,60,66.405625
-6497.65,60,66.46864
-6432.06,60,66.531653
-6616.59,60,66.594668
-6465.95,60,66.658682
-6566.37,60,66.728698
-6479.33,60,66.791712
-6466.36,60,66.857727
-6439.14,60,66.921741
-6656.59,60,66.986756
-6460.22,60,67.05177
-6559.58,60,67.114784
-6523.29,60,67.178799
-6572.83,60,67.243814
-6454.34,60,67.307828
-6491.02,60,67.370842
-6531.75,60,67.434858
-6525.86,60,67.49788
-6527.93,60,67.562886
-6449.83,60,67.626899
-6475.92,60,67.690915
-6439.72,60,67.756929
-6511.88,60,67.825945
-6460.08,60,67.88996
-6381.32,60,67.953974
-6467.12,60,68.018989
-6458.71,60,68.083003
-6474.4,60,68.147017
-6428.79,60,68.210032
-6483.44,60,68.275055
-6451.52,60,68.340061
-6466.12,60,68.406075
-6536.13,60,68.47009
-6502.43,60,68.535105
-6476.49,60,68.59912
-6509.32,60,68.664135
-6392.69,60,68.728149
-6208.08,60,68.792163
-6421.74,60,68.856177
-6437.02,60,68.926193
-6361.45,60,68.989208
-6428.91,60,69.054222
-6459.96,60,69.117236
-6368.42,60,69.182251
-6394.34,60,69.246265
-6464.03,60,69.310279
-6420.52,60,69.373293
-6369.48,60,69.437308
-6552.89,60,69.502323
-6461.57,60,69.565337
-6361.43,60,69.629351
-6370.61,60,69.693365
-6422.28,60,69.75738
-6418.64,60,69.822395
-6365.22,60,69.886409
-6403.13,60,69.955427
-6320.93,60,70.019439
-6358.15,60,70.082463
-6351.23,60,70.147468
-6287.65,60,70.211483
-6256.87,60,70.275497
-6375.92,60,70.338511
-6405.12,60,70.403526
-6362.75,60,70.46754
-6311.62,60,70.531555
-6385.32,60,70.595569
-6395.65,60,70.660583
-6383.38,60,70.726599
-6400.54,60,70.789613
-6372.4,60,70.854628
-6426.79,60,70.919642
-6328.34,60,70.983656
-6380.85,60,71.054672
-6285.58,60,71.119687
-6333.8,60,71.185703
-6275.26,60,71.251717
-6356.83,60,71.315731
-6445.5,60,71.380746
-6411.16,60,71.445761
-6422.12,60,71.510775
-6464.91,60,71.57779
-6325.85,60,71.640804
-6384.51,60,71.704818
-6540.48,60,71.766833
-6331.62,60,71.829856
-6340.32,60,71.899863
-6422.82,60,71.963877
-6419.65,60,72.026891
-6397.59,60,72.090906
-6330.75,60,72.159921
-6360.77,60,72.222935
-6492.83,60,72.28695
-6339.19,60,72.351964
-6507.95,60,72.414979
-6501.33,60,72.477993
-6435.09,60,72.542007
-6339.71,60,72.606022
-6542.98,60,72.669036
-6438.71,60,72.734051
-6452.27,60,72.797065
-6522.38,60,72.860079
-6519.81,60,72.924094
