#{"t_start": 1619615257.0356133, "env_id": null}
r,l,t
-4957.64,60,59.732919
-4980.29,60,59.783941
-5040.38,60,59.874962
-4968.45,60,59.923963
-5103.44,60,59.975976
-5145.05,60,60.025987
-5176.22,60,60.121019
-5119.9,60,60.173018
-4988.64,60,60.227031
-4938.6,60,60.285054
-4960.48,60,60.407072
-5064.05,60,60.461083
-5044.5,60,60.521097
-4952.73,60,60.573119
-5180.16,60,60.626122
-5143.55,60,60.718142
-5088.31,60,60.771264
-5106.94,60,60.821359
-5075.78,60,60.874187
-5093.11,60,60.968208
-5055.61,60,61.019219
-5038.09,60,61.074232
-5106.28,60,61.128244
-4945.5,60,61.222775
-4975.39,60,61.275812
-4910.52,60,61.328814
-4971.56,60,61.382829
-4996.48,60,61.437852
-5122.41,60,61.536878
-4972.74,60,61.596897
-4997.57,60,61.648909
-4919.19,60,61.701055
-5109.59,60,61.796963
-4971.41,60,61.847984
-5004.62,60,61.898001
-4965.42,60,61.950012
-5060.53,60,62.043048
-5065.4,60,62.096072
-5015.9,60,62.148076
-5034.09,60,62.199112
-4954.28,60,62.2918
-5228.75,60,62.344822
-5097.09,60,62.400834
-5260.55,60,62.451846
-5112.4,60,62.508859
-5038.29,60,62.600879
-4935.6,60,62.658882
-5012.04,60,62.710907
-5029.09,60,62.765023
-5160.5,60,62.858938
-5147.18,60,62.908949
-5199.77,60,62.96295
-5261.5,60,63.018974
-5041.09,60,63.113986
-5149.82,60,63.165006
-5128.94,60,63.218019
-5114.54,60,63.27102
-5212.19,60,63.360051
-5153.39,60,63.417057
-5106.5,60,63.479084
-5156.06,60,63.543098
-5184.43,60,63.621109
-5267.64,60,63.732134
-5305.39,60,63.787137
-5018.79,60,63.839148
-5005.83,60,63.889159
-5177.92,60,63.982301
-4952.22,60,64.037194
-5063.93,60,64.088214
-5023.95,60,64.141216
-5002.54,60,64.232247
-5178.11,60,64.28625
-5150.62,60,64.339261
-5086.23,60,64.390282
-5094.16,60,64.484304
-4952.73,60,64.539305
-4966.89,60,64.593329
-4961.98,60,64.64633
-4990.94,60,64.710361
-5026.88,60,64.832372
-5002.89,60,64.894387
-5098.66,60,64.960418
-5283.04,60,65.032418
-5218.29,60,65.149444
-4935.05,60,65.200595
-5214.33,60,65.261485
-5084.07,60,65.3285
-5125.9,60,65.460515
-5105.42,60,65.513542
-5170.97,60,65.570541
-5047.82,60,65.623552
-5240.61,60,65.687567
-5037.19,60,65.805775
-5161.33,60,65.863621
-5257.72,60,65.939638
-5105.74,60,66.007654
-5187.91,60,66.150686
-5257.51,60,66.209699
-4972.48,60,66.279715
-5103.18,60,66.343732
-5198.72,60,66.464065
-5277.3,60,66.524164
-5173.23,60,66.589072
-5196.82,60,66.649085
-5273.0,60,66.774116
-5101.22,60,66.826122
-5204.6,60,66.879011
-5287.6,60,66.934024
-5128.41,60,66.986992
-5172.38,60,67.081012
-5043.87,60,67.135039
-5129.17,60,67.188047
-5059.8,60,67.246063
-5135.66,60,67.343097
-5106.99,60,67.396971
-5018.86,60,67.458984
-5171.4,60,67.521976
-5123.03,60,67.64298
-5116.91,60,67.696986
-5016.61,60,67.763016
-5087.18,60,67.831026
-5222.53,60,67.966918
-5214.05,60,68.031031
-5188.15,60,68.095068
-5181.17,60,68.164987
-5123.89,60,68.228932
-5195.24,60,68.339966
-5197.75,60,68.39291
-5013.85,60,68.449923
-5182.59,60,68.524996
-5053.41,60,68.645107
-5054.21,60,68.7
-5034.61,60,68.766862
-5186.54,60,68.823889
-5280.95,60,68.953875
-5133.27,60,69.025877
-5171.37,60,69.093882
-5016.35,60,69.161914
-5160.9,60,69.291935
-5285.45,60,69.350965
-5144.08,60,69.40683
-5212.25,60,69.462842
-5106.53,60,69.518839
-5054.69,60,69.627954
-5234.9,60,69.693068
-5022.41,60,69.760916
-5087.62,60,69.832956
-5018.43,60,69.961809
-5127.46,60,70.026794
-5163.35,60,70.091879
-5064.33,60,70.15294
-4979.15,60,70.278813
-5077.39,60,70.333825
-5225.7,60,70.395759
-5067.1,60,70.452787
-5064.18,60,70.50877
-4892.96,60,70.6128
-5095.33,60,70.664945
-4959.19,60,70.720864
-5118.98,60,70.779878
-4969.38,60,70.878735
-5118.09,60,70.935733
